Alert,Dates,Time,Lat,Longs,Vehicle,Speed
cas_hmw,01-06-2022,07:38:45,13.022054,80.226318,2846,37
cas_hmw,01-06-2022,07:38:55,13.021284,80.225772,2846,34
cas_hmw,01-06-2022,07:42:02,13.012879,80.226848,2846,44
cas_hmw,01-06-2022,07:42:31,13.009793,80.226996,2846,39
cas_hmw,01-06-2022,07:43:35,13.011305,80.223556,2846,10
cas_hmw,01-06-2022,07:43:52,13.011501,80.223093,2846,29
cas_hmw,01-06-2022,07:45:53,13.010958,80.217332,2846,52
cas_hmw,01-06-2022,07:47:21,13.010101,80.214912,2846,51
cas_hmw,01-06-2022,07:47:27,13.009668,80.2136,2846,55
cas_hmw,01-06-2022,07:47:32,13.009668,80.2136,2846,55
cas_hmw,01-06-2022,07:48:53,13.008908,80.211645,2846,28
cas_hmw,01-06-2022,07:51:03,13.003073,80.200804,2846,42
cas_hmw,01-06-2022,07:51:12,13.000922,80.195361,2846,34
cas_hmw,01-06-2022,07:53:16,12.989675,80.179192,2846,0
cas_ldw,01-06-2022,07:54:21,12.98962,80.17912,2846,15
cas_hmw,01-06-2022,07:54:27,12.986855,80.175451,2846,50
cas_ldw,01-06-2022,07:54:39,12.986855,80.175451,2846,50
cas_ldw,01-06-2022,07:55:08,12.986572,80.175039,2846,0
cas_hmw,01-06-2022,07:55:13,12.986581,80.175037,2846,0
cas_ldw,01-06-2022,07:56:12,12.985944,80.174062,2846,45
cas_ldw,01-06-2022,07:57:01,12.985944,80.174062,2846,45
cas_hmw,01-06-2022,07:57:22,12.985184,80.172958,2846,56
cas_hmw,01-06-2022,07:59:27,12.980644,80.165306,2846,58
cas_hmw,01-06-2022,08:00:36,12.972456,80.151849,2846,24
cas_hmw,01-06-2022,08:00:38,12.972404,80.151786,2846,0
cas_hmw,01-06-2022,08:01:37,12.966983,80.148989,2846,12
cas_hmw,01-06-2022,08:02:04,12.96606,80.148542,2846,29
cas_ldw,01-06-2022,08:04:14,12.955655,80.142948,2846,28
cas_ldw,01-06-2022,08:04:21,12.954831,80.142517,2846,41
cas_hmw,01-06-2022,08:04:39,12.953242,80.141675,2846,21
cas_hmw,01-06-2022,08:04:50,12.953242,80.141675,2846,21
cas_hmw,01-06-2022,08:05:22,12.951464,80.140379,2846,30
cas_ldw,01-06-2022,08:05:54,12.947855,80.137546,2846,52
cas_hmw,01-06-2022,08:05:56,12.947855,80.137546,2846,52
cas_hmw,01-06-2022,08:07:51,12.93565,80.126782,2846,27
cas_hmw,01-06-2022,08:08:05,12.934934,80.126131,2846,44
cas_hmw,01-06-2022,08:08:12,12.934045,80.125261,2846,52
cas_hmw,01-06-2022,08:08:55,12.930063,80.121326,2846,54
cas_hmw,01-06-2022,08:11:13,12.926884,80.118105,2846,12
cas_ldw,01-06-2022,08:11:27,12.926884,80.118105,2846,12
cas_ldw,01-06-2022,08:12:23,12.926447,80.117631,2846,23
cas_ldw,01-06-2022,08:12:38,12.925127,80.116272,2846,38
cas_hmw,01-06-2022,08:13:18,12.920216,80.111283,2846,58
cas_hmw,01-06-2022,08:13:34,12.917444,80.10787,2846,54
cas_hmw,01-06-2022,08:14:03,12.910552,80.101074,2846,52
cas_hmw,01-06-2022,08:14:06,12.910552,80.101074,2846,52
cas_pcw,01-06-2022,08:17:22,12.906203,80.096338,2846,0
cas_hmw,01-06-2022,08:17:53,12.90601,80.096193,2846,16
cas_hmw,01-06-2022,08:18:06,12.905251,80.095648,2846,19
cas_ldw,01-06-2022,08:18:37,12.904063,80.094763,2846,34
cas_hmw,01-06-2022,08:19:24,12.900835,80.092213,2846,49
cas_ldw,01-06-2022,08:19:47,12.899776,80.091433,2846,53
cas_hmw,01-06-2022,08:20:47,12.886148,80.083047,2846,61
cas_ldw,01-06-2022,11:37:13,12.883423,80.081633,2846,39
cas_ldw,01-06-2022,11:39:39,12.888186,80.072965,2846,51
cas_ldw,01-06-2022,11:40:27,12.899835,80.070503,2846,47
cas_ldw,01-06-2022,11:40:44,12.903626,80.071327,2846,51
cas_ldw,01-06-2022,11:41:42,12.916262,80.075306,2846,56
cas_ldw,01-06-2022,11:42:02,12.91892,80.076137,2846,53
cas_ldw,01-06-2022,11:42:18,12.921342,80.076843,2846,53
cas_ldw,01-06-2022,11:42:39,12.924206,80.077729,2846,58
cas_ldw,01-06-2022,11:44:51,12.93394,80.081321,2846,52
cas_ldw,01-06-2022,11:46:02,12.943832,80.084967,2846,61
cas_ldw,01-06-2022,11:46:41,12.947817,80.086464,2846,52
cas_ldw,01-06-2022,11:46:59,12.950664,80.087538,2846,55
cas_ldw,01-06-2022,11:47:40,12.955171,80.089269,2846,0
cas_pcw,01-06-2022,11:50:19,12.966529,80.090406,2846,10
cas_ldw,02-06-2022,05:46:33,12.892903,80.086001,2846,49
cas_ldw,02-06-2022,05:51:14,12.916717,80.106507,2846,51
cas_ldw,02-06-2022,05:51:56,12.920005,80.11101,2846,57
cas_ldw,02-06-2022,05:52:27,12.922984,80.11407,2846,55
cas_fcw,02-06-2022,05:52:51,12.92584,80.116953,2846,0
cas_hmw,02-06-2022,05:55:25,12.927967,80.119092,2846,26
cas_hmw,02-06-2022,05:56:03,12.929972,80.121041,2846,15
cas_hmw,02-06-2022,05:56:08,12.929972,80.121041,2846,15
cas_ldw,02-06-2022,05:58:45,12.941115,80.131635,2846,57
cas_ldw,02-06-2022,05:59:48,12.944165,80.134611,2846,53
cas_ldw,02-06-2022,06:00:23,12.948817,80.138128,2846,54
cas_ldw,02-06-2022,06:05:59,12.973143,80.152834,2846,52
cas_ldw,02-06-2022,06:07:20,12.97936,80.161887,2846,53
cas_ldw,02-06-2022,06:11:27,12.993002,80.183599,2846,56
cas_hmw,02-06-2022,06:18:37,13.008977,80.211592,2846,32
cas_ldw,02-06-2022,06:19:37,13.011692,80.219054,2846,46
cas_ldw,02-06-2022,06:22:03,13.023262,80.227293,2846,53
cas_hmw,02-06-2022,06:23:30,13.027952,80.235308,2846,50
cas_hmw,02-06-2022,06:24:28,13.031689,80.240882,2846,39
cas_hmw,02-06-2022,06:24:42,13.03251,80.24244,2846,31
cas_hmw,02-06-2022,06:24:43,13.03251,80.24244,2846,31
cas_hmw,02-06-2022,06:25:16,13.033906,80.244356,2846,38
cas_hmw,02-06-2022,06:27:00,13.039808,80.246977,2846,36
cas_hmw,02-06-2022,06:27:35,13.043725,80.247717,2846,42
cas_hmw,02-06-2022,06:28:15,13.047013,80.248342,2846,41
cas_hmw,02-06-2022,06:28:34,13.048501,80.24952,2846,26
cas_hmw,02-06-2022,06:29:30,13.052857,80.25164,2846,48
cas_hmw,02-06-2022,07:07:54,13.066447,80.245731,2846,33
cas_hmw,02-06-2022,07:11:34,13.070818,80.25826,2846,38
cas_pcw,02-06-2022,07:13:56,13.071636,80.264641,2846,29
cas_pcw,02-06-2022,07:14:47,13.070698,80.265576,2846,19
cas_pcw,02-06-2022,07:18:34,13.062696,80.274187,2846,27
cas_pcw,02-06-2022,07:24:57,13.053971,80.273805,2846,8
cas_pcw,02-06-2022,07:25:39,13.052988,80.272508,2846,8
cas_pcw,02-06-2022,07:26:28,13.053218,80.270639,2846,23
cas_pcw,02-06-2022,07:26:38,13.053255,80.269981,2846,27
cas_pcw,02-06-2022,07:26:43,13.053325,80.269389,2846,22
cas_pcw,02-06-2022,07:27:16,13.053386,80.268825,2846,5
cas_hmw,02-06-2022,07:31:44,13.047175,80.248611,2846,43
cas_hmw,02-06-2022,07:32:43,13.045476,80.248232,2846,24
cas_hmw,02-06-2022,07:33:02,13.043787,80.247896,2846,39
cas_hmw,02-06-2022,07:33:20,13.041753,80.247491,2846,39
cas_hmw,02-06-2022,07:34:41,13.038555,80.246894,2846,27
cas_hmw,02-06-2022,07:36:58,13.033777,80.244326,2846,42
cas_hmw,02-06-2022,07:38:44,13.030104,80.238219,2846,35
cas_hmw,02-06-2022,07:39:15,13.027927,80.235419,2846,56
cas_hmw,02-06-2022,07:43:12,13.014956,80.226016,2846,31
cas_hmw,02-06-2022,07:45:53,13.01157,80.222912,2846,26
cas_hmw,02-06-2022,07:46:12,13.012153,80.221208,2846,26
cas_ldw,02-06-2022,07:47:57,13.00837,80.210195,2846,51
cas_pcw,02-06-2022,07:49:00,13.00614,80.203131,2846,28
cas_hmw,02-06-2022,07:49:32,13.004304,80.201143,2846,43
cas_hmw,02-06-2022,07:50:09,13.001893,80.199991,2846,37
cas_hmw,02-06-2022,07:51:10,13.000761,80.195175,2846,40
cas_hmw,02-06-2022,07:52:04,12.997672,80.191256,2846,53
cas_hmw,02-06-2022,07:53:46,12.99265,80.183102,2846,45
cas_hmw,02-06-2022,07:54:30,12.988661,80.177906,2846,41
cas_fcw,02-06-2022,07:55:39,12.985476,80.173366,2846,41
cas_hmw,02-06-2022,07:56:22,12.982844,80.16913,2846,46
cas_hmw,02-06-2022,07:56:27,12.982844,80.16913,2846,46
cas_hmw,02-06-2022,07:58:15,12.979899,80.163054,2846,18
cas_ldw,02-06-2022,07:59:05,12.975878,80.156882,2846,54
cas_hmw,02-06-2022,08:01:13,12.967817,80.149427,2846,31
cas_hmw,02-06-2022,08:03:44,12.960573,80.145556,2846,35
cas_hmw,02-06-2022,08:05:27,12.955536,80.142927,2846,22
cas_hmw,02-06-2022,08:05:37,12.954872,80.14255,2846,30
cas_hmw,02-06-2022,08:05:41,12.954189,80.142173,2846,31
cas_hmw,02-06-2022,08:05:43,12.954189,80.142173,2846,31
cas_hmw,02-06-2022,08:06:13,12.952595,80.14122,2846,28
cas_ldw,02-06-2022,08:07:11,12.947685,80.137453,2846,52
cas_hmw,02-06-2022,08:07:44,12.944338,80.134846,2846,51
cas_hmw,02-06-2022,08:07:59,12.943392,80.134063,2846,41
cas_hmw,02-06-2022,08:08:32,12.940865,80.131439,2846,38
cas_hmw,02-06-2022,08:11:05,12.931454,80.122749,2846,29
cas_hmw,02-06-2022,08:11:39,12.929155,80.120344,2846,53
cas_ldw,02-06-2022,08:12:38,12.924546,80.115707,2846,55
cas_ldw,02-06-2022,08:12:56,12.922518,80.113681,2846,58
cas_hmw,02-06-2022,08:13:01,12.921514,80.11269,2846,48
cas_ldw,02-06-2022,08:13:44,12.918378,80.109039,2846,58
cas_ldw,02-06-2022,08:15:29,12.913738,80.101773,2846,49
cas_hmw,02-06-2022,08:15:34,12.912523,80.101516,2846,51
cas_hmw,02-06-2022,08:18:22,12.901998,80.093002,2846,41
cas_hmw,02-06-2022,08:18:50,12.898856,80.090648,2846,50
cas_ldw,02-06-2022,08:19:55,12.89563,80.088222,2846,44
cas_ldw,02-06-2022,08:19:59,12.89563,80.088222,2846,44
cas_hmw,02-06-2022,08:20:30,12.891148,80.085098,2846,56
cas_hmw,02-06-2022,08:20:55,12.888983,80.084178,2846,50
cas_ldw,02-06-2022,08:21:17,12.886405,80.083164,2846,58
cas_ldw,02-06-2022,08:21:21,12.885058,80.0826,2846,58
cas_pcw,02-06-2022,16:34:13,12.878987,80.080402,2846,3
cas_hmw,02-06-2022,16:34:27,12.879365,80.079999,2846,14
cas_hmw,02-06-2022,16:34:28,12.879365,80.079999,2846,14
cas_ldw,02-06-2022,16:36:48,12.886937,80.083183,2846,57
cas_ldw,02-06-2022,16:37:01,12.889601,80.084285,2846,57
cas_hmw,02-06-2022,16:37:10,12.894458,80.087172,2846,57
cas_hmw,02-06-2022,16:47:21,12.926247,80.117359,2846,4
cas_hmw,02-06-2022,16:47:26,12.926336,80.117448,2846,12
cas_ldw,02-06-2022,16:51:02,12.938591,80.129181,2846,48
cas_ldw,02-06-2022,16:51:46,12.944278,80.134721,2846,49
cas_ldw,02-06-2022,16:51:57,12.944278,80.134721,2846,49
cas_hmw,02-06-2022,16:52:01,12.945341,80.13554,2846,56
cas_ldw,02-06-2022,16:52:20,12.945341,80.13554,2846,56
cas_hmw,02-06-2022,16:53:54,12.95187,80.140538,2846,50
cas_hmw,02-06-2022,16:55:41,12.957264,80.143684,2846,18
cas_hmw,02-06-2022,16:57:59,12.965357,80.148042,2846,30
cas_hmw,02-06-2022,16:58:14,12.965357,80.148042,2846,30
cas_ldw,02-06-2022,16:58:37,12.965357,80.148042,2846,30
cas_hmw,02-06-2022,16:58:43,12.966102,80.148442,2846,33
cas_hmw,02-06-2022,16:58:50,12.966102,80.148442,2846,33
cas_hmw,02-06-2022,16:59:58,12.975643,80.156426,2846,40
cas_hmw,02-06-2022,17:00:32,12.977543,80.159315,2846,0
cas_ldw,02-06-2022,17:01:30,12.981002,80.165851,2846,57
cas_ldw,02-06-2022,17:01:58,12.980053,80.163117,2846,53
cas_hmw,02-06-2022,17:05:51,12.991624,80.181502,2846,46
cas_hmw,02-06-2022,17:09:08,12.99811,80.19169,2846,36
cas_hmw,02-06-2022,17:11:16,13.001967,80.19856,2846,50
cas_fcw,02-06-2022,17:11:25,13.001901,80.199746,2846,39
cas_hmw,02-06-2022,17:11:59,13.003804,80.200898,2846,35
cas_hmw,02-06-2022,17:12:07,13.003804,80.200898,2846,35
cas_hmw,02-06-2022,17:12:08,13.003804,80.200898,2846,35
cas_fcw,02-06-2022,17:12:35,13.005876,80.202256,2846,43
cas_hmw,02-06-2022,17:14:22,13.007645,80.204986,2846,59
cas_fcw,02-06-2022,17:14:46,13.007645,80.204986,2846,59
cas_hmw,02-06-2022,17:15:21,13.010572,80.216359,2846,43
cas_hmw,02-06-2022,17:15:27,13.010572,80.216359,2846,43
cas_hmw,02-06-2022,17:15:40,13.011329,80.21811,2846,41
cas_hmw,02-06-2022,17:15:49,13.011713,80.219094,2846,45
cas_hmw,02-06-2022,17:18:36,13.018036,80.224705,2846,32
cas_hmw,02-06-2022,17:19:36,13.021846,80.226027,2846,0
cas_hmw,02-06-2022,17:19:38,13.021846,80.226027,2846,0
cas_hmw,02-06-2022,17:19:48,13.022584,80.226644,2846,27
cas_hmw,02-06-2022,17:20:19,13.024941,80.229302,2846,38
cas_hmw,02-06-2022,17:22:43,13.027232,80.23399,2846,46
cas_hmw,02-06-2022,17:23:10,13.029163,80.236695,2846,44
cas_hmw,02-06-2022,17:23:11,13.029163,80.236695,2846,44
cas_hmw,02-06-2022,17:24:00,13.029163,80.236695,2846,44
cas_hmw,02-06-2022,17:24:31,13.029163,80.236695,2846,44
cas_hmw,02-06-2022,17:31:03,13.039127,80.246799,2846,18
cas_hmw,02-06-2022,17:31:27,13.041584,80.247299,2846,39
cas_hmw,02-06-2022,17:31:30,13.041584,80.247299,2846,39
cas_hmw,02-06-2022,17:31:30,13.041584,80.247299,2846,39
cas_hmw,02-06-2022,17:31:53,13.043317,80.247668,2846,40
cas_hmw,02-06-2022,17:32:09,13.045072,80.247997,2846,21
cas_hmw,02-06-2022,17:32:42,13.04727,80.248475,2846,33
cas_hmw,02-06-2022,17:33:49,13.051143,80.250028,2846,30
cas_hmw,02-06-2022,17:34:56,13.054977,80.254496,2846,23
cas_hmw,02-06-2022,17:34:59,13.054977,80.254496,2846,23
cas_pcw,02-06-2022,17:35:58,13.057133,80.257141,2846,27
cas_hmw,02-06-2022,17:37:07,13.056418,80.256653,2846,26
cas_hmw,02-06-2022,17:37:09,13.056418,80.256653,2846,26
cas_hmw,02-06-2022,17:37:10,13.056418,80.256653,2846,26
cas_hmw,02-06-2022,17:37:12,13.056418,80.256653,2846,26
cas_hmw,02-06-2022,17:37:22,13.056042,80.256074,2846,27
cas_hmw,02-06-2022,17:37:30,13.055561,80.255502,2846,31
cas_hmw,02-06-2022,17:37:31,13.055561,80.255502,2846,31
cas_hmw,02-06-2022,17:38:18,13.054365,80.258714,2846,54
cas_hmw,02-06-2022,17:38:32,13.054269,80.259855,2846,37
cas_hmw,02-06-2022,17:38:33,13.054269,80.259855,2846,37
cas_hmw,02-06-2022,17:39:41,13.053837,80.264543,2846,33
cas_hmw,02-06-2022,17:39:47,13.053748,80.265506,2846,38
cas_pcw,02-06-2022,17:40:15,13.053571,80.267445,2846,19
cas_pcw,02-06-2022,17:40:37,13.053512,80.26825,2846,13
cas_pcw,02-06-2022,17:40:47,13.053479,80.268598,2846,13
cas_pcw,02-06-2022,17:41:28,13.053445,80.269357,2846,17
cas_pcw,02-06-2022,17:42:19,13.053376,80.270655,2846,8
cas_pcw,02-06-2022,17:42:24,13.053376,80.270655,2846,8
cas_pcw,02-06-2022,17:45:53,13.052881,80.273546,2846,3
cas_pcw,02-06-2022,17:46:25,13.055397,80.273794,2846,11
cas_pcw,02-06-2022,17:46:34,13.055851,80.273808,2846,28
cas_pcw,02-06-2022,17:46:42,13.055851,80.273808,2846,28
cas_pcw,02-06-2022,17:46:46,13.056522,80.273849,2846,24
cas_pcw,02-06-2022,17:47:21,13.057915,80.274011,2846,9
cas_pcw,02-06-2022,17:49:42,13.062065,80.274238,2846,24
cas_pcw,02-06-2022,17:49:53,13.062486,80.274196,2846,16
cas_pcw,02-06-2022,17:50:29,13.064313,80.273936,2846,5
cas_hmw,02-06-2022,17:51:40,13.066352,80.273718,2846,15
cas_pcw,02-06-2022,17:54:35,13.068837,80.267663,2846,17
cas_pcw,02-06-2022,17:56:49,13.070954,80.265193,2846,0
cas_hmw,02-06-2022,17:57:05,13.071461,80.26471,2846,19
cas_hmw,02-06-2022,17:57:06,13.071461,80.26471,2846,19
cas_hmw,02-06-2022,17:58:54,13.072862,80.262068,2846,25
cas_hmw,03-06-2022,07:13:40,13.072147,80.259668,2846,33
cas_hmw,03-06-2022,07:13:41,13.072147,80.259668,2846,33
cas_pcw,03-06-2022,07:13:51,13.072682,80.260275,2846,29
cas_pcw,03-06-2022,07:19:32,13.063512,80.274067,2846,13
cas_pcw,03-06-2022,07:25:44,13.05305,80.271983,2846,10
cas_hmw,03-06-2022,07:29:41,13.053281,80.252279,2846,47
cas_ldw,03-06-2022,07:30:55,13.048185,80.249483,2846,34
cas_ldw,03-06-2022,07:31:00,13.047371,80.248749,2846,50
cas_hmw,03-06-2022,07:31:31,13.047371,80.248749,2846,50
cas_hmw,03-06-2022,07:33:27,13.039199,80.247002,2846,17
cas_hmw,03-06-2022,07:33:30,13.038678,80.246897,2846,25
cas_hmw,03-06-2022,07:34:31,13.034289,80.245002,2846,36
cas_hmw,03-06-2022,07:34:55,13.033226,80.2437,2846,26
cas_hmw,03-06-2022,07:35:05,13.03275,80.243089,2846,32
cas_ldw,03-06-2022,07:35:12,13.032252,80.242223,2846,47
cas_hmw,03-06-2022,07:35:15,13.032252,80.242223,2846,47
cas_ldw,03-06-2022,07:42:30,13.011597,80.227305,2846,48
cas_fcw,03-06-2022,07:42:53,13.009495,80.227822,2846,31
cas_hmw,03-06-2022,07:44:57,13.010104,80.214982,2846,36
cas_hmw,03-06-2022,07:45:10,13.00984,80.214081,2846,38
cas_hmw,03-06-2022,07:45:24,13.009448,80.21307,2846,42
cas_hmw,03-06-2022,07:45:53,13.008316,80.210109,2846,55
cas_hmw,03-06-2022,07:46:14,13.007776,80.207418,2846,51
cas_hmw,03-06-2022,07:47:10,13.00493,80.201447,2846,29
cas_hmw,03-06-2022,07:47:38,13.002489,80.200604,2846,37
cas_hmw,03-06-2022,07:47:53,13.00178,80.199821,2846,45
cas_hmw,03-06-2022,07:49:49,12.999956,80.194167,2846,52
cas_fcw,03-06-2022,07:52:03,12.994164,80.185875,2846,11
cas_ldw,03-06-2022,07:52:52,12.99129,80.181223,2846,52
cas_hmw,03-06-2022,07:54:30,12.989046,80.17839,2846,46
cas_hmw,03-06-2022,07:55:03,12.98686,80.175367,2846,46
cas_hmw,03-06-2022,07:55:21,12.986173,80.174378,2846,46
cas_hmw,03-06-2022,07:55:23,12.986173,80.174378,2846,46
cas_hmw,03-06-2022,07:55:42,12.984023,80.171146,2846,50
cas_hmw,03-06-2022,07:55:45,12.984023,80.171146,2846,50
cas_hmw,03-06-2022,07:55:54,12.983366,80.170017,2846,52
cas_hmw,03-06-2022,07:56:10,12.981957,80.167627,2846,58
cas_hmw,03-06-2022,07:56:18,12.981957,80.167627,2846,58
cas_hmw,03-06-2022,07:57:05,12.980626,80.16528,2846,54
cas_hmw,03-06-2022,07:57:28,12.97775,80.159701,2846,48
cas_ldw,03-06-2022,07:57:39,12.976389,80.157698,2846,50
cas_hmw,03-06-2022,07:58:52,12.973788,80.153913,2846,36
cas_hmw,03-06-2022,08:00:05,12.972348,80.151788,2846,13
cas_hmw,03-06-2022,08:00:50,12.968973,80.149861,2846,37
cas_hmw,03-06-2022,08:01:40,12.966885,80.14893,2846,19
cas_hmw,03-06-2022,08:02:22,12.963839,80.147349,2846,54
cas_hmw,03-06-2022,08:03:23,12.961513,80.146125,2846,0
cas_hmw,03-06-2022,08:03:34,12.961075,80.14585,2846,29
cas_hmw,03-06-2022,08:03:44,12.960309,80.145419,2846,39
cas_hmw,03-06-2022,08:03:54,12.959322,80.144879,2846,44
cas_hmw,03-06-2022,08:04:04,12.95833,80.144356,2846,44
cas_hmw,03-06-2022,08:04:54,12.955953,80.143162,2846,20
cas_hmw,03-06-2022,08:06:09,12.952315,80.141002,2846,6
cas_hmw,03-06-2022,08:06:10,12.952093,80.140834,2846,17
cas_hmw,03-06-2022,08:06:13,12.952093,80.140834,2846,17
cas_fcw,03-06-2022,08:06:20,12.951521,80.140408,2846,31
cas_hmw,03-06-2022,08:06:35,12.950861,80.139923,2846,25
cas_hmw,03-06-2022,08:07:17,12.946755,80.136787,2846,48
cas_hmw,03-06-2022,08:07:24,12.946755,80.136787,2846,48
cas_hmw,03-06-2022,08:08:52,12.940061,80.130692,2846,53
cas_hmw,03-06-2022,08:09:14,12.938301,80.129087,2846,56
cas_hmw,03-06-2022,08:09:58,12.936014,80.127174,2846,29
cas_hmw,03-06-2022,08:10:02,12.936014,80.127174,2846,29
cas_hmw,03-06-2022,08:10:13,12.936014,80.127174,2846,29
cas_hmw,03-06-2022,08:10:48,12.932164,80.123495,2846,40
cas_hmw,03-06-2022,08:10:59,12.931475,80.122808,2846,36
cas_hmw,03-06-2022,08:11:04,12.931475,80.122808,2846,36
cas_hmw,03-06-2022,08:11:05,12.931475,80.122808,2846,36
cas_hmw,03-06-2022,08:11:06,12.931475,80.122808,2846,36
cas_hmw,03-06-2022,08:12:01,12.927394,80.1186,2846,48
cas_ldw,03-06-2022,08:13:46,12.918461,80.109146,2846,58
cas_hmw,03-06-2022,08:14:12,12.916299,80.10588,2846,51
cas_hmw,03-06-2022,08:14:36,12.915171,80.103814,2846,45
cas_hmw,03-06-2022,08:23:42,12.904707,80.095208,2846,30
cas_hmw,03-06-2022,08:24:24,12.902094,80.093067,2846,49
cas_hmw,03-06-2022,08:24:35,12.902094,80.093067,2846,49
cas_fcw,03-06-2022,08:24:43,12.900078,80.091588,2846,51
cas_ldw,03-06-2022,08:25:26,12.896266,80.088685,2846,42
cas_ldw,03-06-2022,08:25:32,12.895176,80.087869,2846,60
cas_ldw,03-06-2022,08:26:17,12.89187,80.08548,2846,53
cas_fcw,03-06-2022,08:26:57,12.885319,80.082701,2846,49
cas_hmw,03-06-2022,08:27:09,12.884294,80.082303,2846,33
cas_hmw,03-06-2022,08:27:18,12.883507,80.082089,2846,32
cas_hmw,03-06-2022,08:27:26,12.882693,80.081762,2846,36
cas_hmw,03-06-2022,08:29:33,12.878166,80.082977,2846,43
cas_hmw,03-06-2022,16:47:08,12.879064,80.080317,2846,14
cas_hmw,03-06-2022,16:48:30,12.885913,80.082742,2846,38
cas_hmw,03-06-2022,16:48:55,12.88794,80.083575,2846,44
cas_ldw,03-06-2022,16:49:23,12.890933,80.084886,2846,55
cas_hmw,03-06-2022,16:50:56,12.900382,80.091666,2846,56
cas_hmw,03-06-2022,16:51:46,12.903897,80.094237,2846,24
cas_hmw,03-06-2022,16:51:50,12.904454,80.094635,2846,29
cas_hmw,03-06-2022,16:52:10,12.905899,80.095714,2846,45
cas_hmw,03-06-2022,16:52:14,12.905899,80.095714,2846,45
cas_ldw,03-06-2022,16:56:03,12.915838,80.104455,2846,60
cas_hmw,03-06-2022,16:56:25,12.91693,80.106862,2846,47
cas_hmw,03-06-2022,16:56:57,12.918752,80.10939,2846,43
cas_hmw,03-06-2022,16:56:58,12.919306,80.110083,2846,29
cas_hmw,03-06-2022,16:57:00,12.919306,80.110083,2846,29
cas_hmw,03-06-2022,16:57:14,12.919784,80.110705,2846,36
cas_hmw,03-06-2022,16:58:29,12.924245,80.115315,2846,49
cas_hmw,03-06-2022,16:58:39,12.925155,80.11623,2846,52
